Phishing_Attempts,DDoS_Intensity,Malware_Infections,Insider_Threats,Direct_Fraud_Loss,Downtime_Costs,Customer_Churn_Rate,Regulatory_Fines,MobileMoney_Volume,Security_Investment,Employee_Training,Load_Shedding_Frequency,Account_Takeover_Prob,DDoS_Downtime_Costs,Fraud_Loss_From_Insider
3,4.786767516220146,6,0,1274.1024578645538,8456.983870089125,0.21622976408106245,49549.55881989076,7.996425186983521,219780.09274476356,0.5903807709184653,1.315456673590322,0.8175744761936437,4786.824315674098,0.0
5,2.846710900283723,4,0,1890.2371225356521,1696.8850214368342,0.24635217716405988,303371.9786992154,4.556515646922524,192204.19551910777,0.7456194261313838,2.032333438807702,0.9241418199787566,2846.8285228543987,0.0
8,3.083393098927174,9,0,4249.442994140605,421.05971494591523,0.10910777082582175,53924.5601847052,7.185335537176663,237934.50235255557,0.7240384130907512,0.1823308828467277,0.9820137900379085,3083.264661729623,0.0
3,3.9542683281955364,3,0,1094.961499935375,5781.935957204267,0.15151490470162146,40738.36736516791,5.054891522477078,229034.81128950446,0.6970318224578984,8.902710130633327,0.8175744761936437,3954.270330929517,0.0
2,0.3985126766046204,2,0,10886.855784551459,347.0278245602271,0.18510983970531825,37905.64671040941,2.08800967102573,142858.49706361428,0.8437581823316435,9.472656243153727,0.7310585786300049,398.4058741670313,0.0
5,1.238164915027167,2,0,3746.8571709487246,848.857571580635,0.026908349100736313,62428.26893326828,5.374598127055263,117205.35146142305,0.8086050658294077,5.008021980781131,0.9241418199787566,1238.1598207992606,0.0
0,0.3515165983268074,12,0,1181.33757754389,126.42715949585735,0.3589147829664525,216076.27687917382,3.902324914552749,258238.8661383107,0.7928572506639869,2.173397499342292,0.5,351.4939807980393,0.0
8,0.7653526137905238,3,0,2821.7352574602664,352.15197574740324,0.17750056405963183,50658.9160860224,2.8920701916094185,129699.37599615357,0.5157772064844565,0.3996066415844458,0.9820137900379085,765.3479388451334,0.0
0,0.8158579160443413,4,0,1499.3848337221857,3896.3432130486276,0.43523990731012274,242759.73909795962,3.0517863006142565,147826.67709640053,0.9322759632199052,6.993001040401973,0.5,815.7779417555303,0.0
3,1.4747612919898843,3,0,1535.5385749422278,156.52190102573678,0.34409470445776325,47322.34481275155,7.0824183125170315,99451.43658831394,0.7425993578307907,6.482747167946185,0.8175744761936437,1474.6125630105635,0.0
2,0.921485358357787,3,0,3576.303444043185,323.20325994754165,0.18225934007866657,142562.46613256418,4.646869994192256,216374.07538457212,0.8549735726133787,12.18644424792368,0.7310585786300049,921.2759146051155,0.0
5,0.44921547202092743,4,0,15526.245414637347,2970.38432505615,0.08915654412957681,450950.92061695305,4.455764371822175,210399.77890638274,0.5238481223772256,6.556528560193669,0.9241418199787566,449.202354005501,0.0
0,0.6453910000444113,3,0,1119.469235786712,1318.9479046745653,0.21685879593202514,39752.4924992361,9.409934579537492,311167.7752058123,0.9460143810326549,8.82154674183496,0.5,645.347899933828,0.0
6,0.5877708971920397,9,0,1575.9295961649545,59163.19692205313,0.3320805369197995,68480.4019177085,2.592595656518757,260519.66059572055,0.6845197656723028,6.851211791269158,0.9525741268224334,587.7033034255593,0.0
6,4.7106791130977905,0,0,1727.1092860594676,46669.43903429779,0.06783707373003246,59907.108466240854,3.7906205130715955,188733.5713821569,0.9021275115117289,4.980556329546363,0.9525741268224334,4710.811367944074,0.0
2,2.531658492321695,5,0,1482.0416323330749,810.8769415128124,0.061095887430038895,106406.5360176486,2.7349170824416964,183619.82578632815,0.7589805486228591,2.7840545755293284,0.7310585786300049,2531.5725485030157,0.0
4,4.552816711500606,2,0,1456.5473468577634,6875.409109531273,0.3311434449618119,108601.73443693903,5.314650142141623,173329.41409963256,0.5310424122225261,11.619927721413003,0.8807970779778825,4552.95839490882,0.0
9,1.3899310645196,3,0,1045.752635194343,9172.120991781176,0.24860343355333203,45962.965660020935,4.503044815104026,148697.44824787852,0.8581193705826601,5.262966544965364,0.9890130573694068,1390.0934488940268,0.0
0,0.9478116216642143,11,0,2622.369614109071,1216.5590634087625,0.2247275098735124,104519.5279189254,3.222914129865776,145557.71208029697,0.4688915454498718,2.540441218774106,0.5,947.6165316175353,0.0
11,2.7370331170280475,7,1,1612.1484439120109,316.2989134927331,0.1472508275244281,26089.214347160407,3.4721788196666954,144223.3843347644,0.7514209872447271,0.4357985500355424,0.995929862284104,2737.0423551739473,1.6007927748628974
8,1.076521887047133,3,0,1197.8729078744232,2926.4703760878133,0.31629069760991574,39801.986663054064,6.688213373110675,139760.66148771223,0.893680279668314,1.7174177842455263,0.9820137900379085,1076.4819173980493,0.0
0,1.0042213058883074,7,0,4099.375642238578,2300.154302657368,0.09592457619730156,133713.2992533344,7.666717573578561,164771.0437101854,0.47104556075745296,3.9233169161621397,0.5,1003.9301254938356,0.0
0,0.8243598148294298,12,0,3864.904371696592,1550.5318103898414,0.08711611022182089,47503.444617810805,2.833394316019051,174737.35204008518,0.6297233174375375,1.6123019040121167,0.5,824.2153507041229,0.0
0,0.5363939489444163,3,1,1742.3681411655903,5787.613458406937,0.0782906596084855,312761.51448410394,14.533303245156569,288466.2588373031,0.9441412400346312,1.250231970923969,0.5,536.471442555127,0.9446646198160158
4,0.8889699579603632,2,0,1343.645855661997,966.7168014123455,0.10440808028681005,36532.143378845656,1.6304417789766392,209901.16733156051,0.6822880717638953,3.7474609521491105,0.8807970779778825,889.1718778856342,0.0
5,1.155243541995257,2,0,2332.5747657727416,529.5373382622239,0.14952895931796056,68478.66995702103,2.032589286436326,312219.2309644389,0.8471161298008892,0.9305657544277095,0.9241418199787566,1155.3338098095269,0.0
0,2.1580381134531073,8,0,1327.4270949116963,3510.888630586388,0.6288892994071478,61905.29643717677,3.379015547942333,183736.29592296554,0.8586132796082587,8.057451669181074,0.5,2158.0704767003585,0.0
4,0.3220224363965751,0,0,1251.4858910927023,5318.545479547391,0.21486805340093593,47993.1478162467,2.502924706097625,194681.4260074824,0.9377215169232783,3.3118111986842886,0.8807970779778825,322.020303158412,0.0
0,0.7645710290905824,3,1,2982.3186073542893,510.3172464310505,0.2503879486849913,121759.66347316609,2.3099787232094062,177256.3147532576,0.7546073373778863,4.264969288681208,0.5,764.7392953820472,1.509486572292672
8,2.7989894316664325,0,0,1034.8957559429819,11993.689512440302,0.10047290083049498,60296.043614196926,7.561587144624401,154784.12403582217,0.773963637933993,0.797225748469388,0.9820137900379085,2799.2042555866283,0.0
0,0.5867506607204483,3,0,1086.5096970863383,209.4066998391238,0.25131897744869214,69824.70450168928,5.4257123133648495,146695.5807507667,0.5526778313574413,1.9620756704030426,0.5,586.6919764524959,0.0
1,1.120829544952046,2,1,1005.6922383000307,1252.4160589697515,0.14357856225406052,59537.60255811353,4.231500965068451,279946.0571302147,0.8938444225366406,2.638923795818804,0.6224593312018546,1120.629546296015,3.2375903828971273
4,3.1747567909214345,5,0,1148.3463205232188,2024.3161032411058,0.13291948856726316,71718.02667396601,2.901870903164873,311030.1953480374,0.8789421186286316,8.25684507029884,0.8807970779778825,3174.5469721751074,0.0
5,0.6097308035166462,10,0,1061.3811782599666,1147.8712637744495,0.385983778918057,260319.40365483676,2.090044784723349,115198.31306865062,0.7006336286623884,7.351848946656614,0.9241418199787566,609.8629916158623,0.0
4,0.39075809244938187,4,0,95681.87546951303,1277.179346351974,0.24054636798526033,41806.131695012096,2.0259362731982637,148258.20655878977,0.866883154752547,1.2614296952872341,0.8807970779778825,390.75338659530445,0.0
3,1.5202126519534482,2,0,1328.4502153013032,49345.98695211237,0.11561164085138691,38110.58881946652,7.540789121616058,190358.02707483948,0.913848454290687,4.787895967624351,0.8175744761936437,1520.230976144494,0.0
4,1.0123766649776853,5,0,1144.210769925021,831.8680765763229,0.2333262787178593,301545.2123437876,7.368462816741175,155430.36124429692,0.7657380250921205,1.3949752887871505,0.8807970779778825,1012.1975998783896,0.0
0,1.764607550106522,8,0,1258.3363308783278,116056.51894430302,0.42571542833749426,51756.035498043704,3.4275122381606304,182597.39660760757,0.7921585728460904,22.218299993853158,0.5,1764.5322312152432,0.0
0,2.7685204312454865,2,0,9898.304520394317,5742.731054327074,0.44757670077609263,406170.1775463817,1.5366350911237059,143472.89449588113,0.6922138558206115,15.195691992290705,0.5,2768.4908831640964,0.0
2,0.5583624421676717,1,0,1843.9669290929253,3422.3499225769874,0.21702128824506886,58092.58628123299,5.6946899625427685,194540.88754751204,0.7785608547732528,4.1421401760986,0.7310585786300049,558.3832260060082,0.0
0,1.82151168780916,14,0,1459.6595381869724,6089.739167095175,0.33673525262189724,62323.28605214664,3.4351923273238834,169618.6858599964,0.3997086477971494,6.001606925959909,0.5,1821.4718286052685,0.0
0,1.583086461570484,1,0,5596.899304281911,132573.3854945905,0.2899951346142109,114592.25972985028,6.850157278437191,180993.6512878971,0.7393323889754654,8.083077604953168,0.5,1582.9827289506538,0.0
6,0.5785312531146044,1,1,1520.07389598015,671.5647881959702,0.1750043178858518,451008.2743299657,2.003938033611259,134275.69480382296,0.35403912405343646,6.382689171276571,0.9525741268224334,578.4527964153441,1.5281635785540233
7,1.9707757921197475,4,0,1404.9254927426052,555.2248248810323,0.11466467924166328,58201.4359412306,4.211771475605724,190945.20643281547,0.6476816001220984,6.01700968788053,0.9706877692486436,1970.8966244483424,0.0
6,0.9351204651199858,0,0,1213.5787748461073,960.737006613915,0.2548536625551958,45322.61316141418,1.8831700469003498,306311.73775636655,0.9591924758938082,15.916820478356646,0.9525741268224334,935.1449435819462,0.0
0,1.5300082010688687,15,1,1484.988693268418,3128.2052622834253,0.19505327228729633,42017.93923641846,2.5471508292519287,177846.05089974203,0.675589957448665,4.537350074012966,0.5,1530.0694167495642,2.5389896233787286
0,0.3892294095550911,2,0,1373.4584646638364,223.93219671131675,0.24233072118758997,60185.37427650395,2.5083451380339685,257866.98214270244,0.8293819904169618,5.057166366164961,0.5,389.1395221740034,0.0
4,1.447024658022662,4,0,2566.4844420572417,3082.5389135388605,0.1306596539953445,322347.85206265777,3.394998759888738,250385.69973409516,0.6853521786166629,9.461284160634648,0.8807970779778825,1446.729275674122,0.0
0,1.0232432968758145,8,0,1329.6542571579323,37809.69008160554,0.2647409906057807,46984.20192208895,7.899158293449522,283258.17854302656,0.8451061945076378,5.54165987866287,0.5,1023.1909864451261,0.0
0,2.880128510949169,4,0,2049.056659254449,3741.0106678097345,0.09893261731580971,53286.44025804808,4.341148303692195,240341.21816762805,0.8329523104316812,6.601271502114994,0.5,2880.0418538937265,0.0
4,0.3019649073373668,0,0,1058.4470926483107,1921.712148254626,0.0691891828275016,573446.1724156415,6.22349427633102,220569.62285754998,0.8536472548320874,1.3339667522987928,0.8807970779778825,301.9998085642296,0.0
7,1.3300616645686283,0,1,1193.5454040902957,1179.3978928954605,0.36337296499993377,57831.55656013175,4.185745365891266,253255.95607663612,0.36694126871424043,2.3202423750604146,0.9706877692486436,1330.3902369399964,1.8988080025891534
4,1.4436829625813754,11,0,1546.5661965701536,11473.181607877916,0.20772034946580195,44311.23024802631,3.115265674090805,128260.66907816567,0.658038264593894,0.7967453570640333,0.8807970779778825,1443.7524791831372,0.0
0,2.371276687088833,5,0,10005.945697872317,863.7218984036253,0.07421178167945426,166336.30577450685,0.9337600606205837,195336.89496266586,0.864682126326737,3.523725306974206,0.5,2371.550283104771,0.0
0,1.8002477050826344,4,0,1483.9059418358156,47552.70153133994,0.1674472763856409,139317.48157108808,2.0758016176216745,314965.94071534846,0.5093922259035469,3.04152527972498,0.5,1800.3045820521684,0.0
6,2.131528199748031,14,0,2481.9733559238116,54178.51039189791,0.19309336778833283,56712.70136705354,4.000548583395333,236877.73404770577,0.6941999783736357,29.324713307944133,0.9525741268224334,2131.465211124274,0.0
0,2.621678422165818,2,0,1278.1411388089264,4381.411439812139,0.2779780764735944,57460.23952982816,4.419217812909837,288765.46166059264,0.4942696647322186,4.723562309137559,0.5,2621.7132137736303,0.0
5,3.155696474576301,0,0,1119.8728517177276,2929.9111223586037,0.3231436186596526,43724.59997255927,6.863942641729833,238549.12291297372,0.8542676150544398,7.719300201663883,0.9241418199787566,3155.874538436249,0.0
9,1.0431757195098794,6,0,1051.5513025956905,13988.484191516765,0.2151032024572883,29465.134513441113,1.2662449395956508,257489.7712720255,0.6778433389152705,2.0324381842450876,0.9890130573694068,1043.3586757695116,0.0
6,1.683441451938726,2,0,1354.8609245306784,15401.154503337812,0.10527022527018488,53607.557546638345,11.750822150048473,227165.08120434496,0.14844820724033492,8.905442970625382,0.9525741268224334,1683.3839182019217,0.0
6,2.9957961553098413,12,0,1153.7036168659122,889.8139566570997,0.06398738375674841,110477.4715183886,0.9249536656824293,235397.13667174472,0.8737447005282204,4.7736633061312785,0.9525741268224334,2995.821473679411,0.0
0,5.493065093641626,3,0,1172.7025559896372,1353.1186255839896,0.1918793873772877,106454.61531790701,3.8497206263217243,202908.4648192015,0.9309861643886695,5.969985827685188,0.5,5492.922166953659,0.0
4,3.386063470046783,11,0,3293.3467488211713,410.13191340980944,0.26469362005287583,311031.6656776454,2.773195090852658,271709.19339843263,0.6159908126598004,1.7437519739189646,0.8807970779778825,3386.145936909252,0.0
9,1.199327147216778,2,0,1013.392920200558,5506.020492260857,0.14012719664760365,45695.72301199284,2.1005389277376043,246738.08746003045,0.8000148487734206,3.977432342469383,0.9890130573694068,1199.4824826866834,0.0
2,0.7224864692968082,8,0,1973.9039016856032,8102.612545881095,0.11077955578237904,105145.3014033736,9.085450831876939,250528.7193330694,0.5664945465763801,5.026114854697109,0.7310585786300049,722.4904492422198,0.0
0,1.5346496892233275,5,0,1488.3074443838223,393.5119922332068,0.13021868441391626,35276.45938489222,2.8440139890796,222413.310374698,0.6164035451095019,4.446962229032549,0.5,1534.5829508178913,0.0
0,2.4470842838911904,9,1,1801.4852288588331,1505.98378711765,0.11564018538985987,57339.504783642384,1.1961251087362128,174439.49476157536,0.8255492500543611,12.336927906023298,0.5,2447.120296986318,0.37919301286530394
9,1.544133873682755,4,0,1992.7748645911508,395.0921874530624,0.21282673085537576,44253.98141816609,1.7030918706937215,109828.48939301186,0.6069077863359846,11.427296131633804,0.9890130573694068,1544.1756195858914,0.0
4,1.5161887866144637,6,1,1367.927685498416,774.1768103404044,0.17774075429005032,46642.21382259578,7.335486466774974,275965.265172643,0.7835708015721631,17.699549358285925,0.8807970779778825,1516.1969009976485,0.5095536544185209
1,2.9830637101132402,0,0,1338.335373428597,6812.575969117736,0.06897152869281757,271398.1398105647,1.7613158061407006,210880.4939752684,0.5786019957949927,5.50449459518381,0.6224593312018546,2983.0815816256736,0.0
0,1.1718191708363326,1,1,3009.2092602177704,992.0533637914048,0.35442898604597056,41965.65725828743,1.465100284918851,173515.75360379182,0.8989738008006395,17.862443402812385,0.5,1171.8017893512858,4.113563165784322
8,3.137278424234979,1,0,5520.179152386995,1898.3892946298533,0.27666524907019463,55712.2421023624,4.46816089894087,147998.30073676523,0.8424569654797727,8.933202966243417,0.9820137900379085,3137.3780197278015,0.0
6,1.2969966380322748,4,1,1195.1373326733178,259.57155543392423,0.14418751077648664,434705.0091452475,3.3802890243716224,247615.195979412,0.9107684984620918,1.5792565665730849,0.9525741268224334,1297.0702607767914,2.5094541935420596
2,1.0818617966646213,0,0,1089.3688480480262,3946.1090216115217,0.16739749027562414,54700.13661246662,5.201988332960464,249013.8650833839,0.8609401263119218,2.7881509113526004,0.7310585786300049,1081.763486349907,0.0
3,1.4308363347986166,2,0,6690.256007449205,2789.422935401433,0.07860985127630526,135591.14049223388,3.123939378880025,244732.67770263637,0.7122531541770942,1.3616193597892843,0.8175744761936437,1430.7352757383007,0.0
0,2.547267618607952,4,1,1431.6845432171226,998.806558686319,0.15739537783328056,40135.595009007535,6.011409299399558,218605.42051624806,0.7903809330274666,0.021029968169393,0.5,2547.2421811662493,1.8547233830591425
3,0.5254839212416422,1,0,1950.0719523382363,2245.039856512143,0.012248595629730153,55168.252658244506,1.588924802157809,182881.39840036083,0.5441280504937541,1.041574907221487,0.8175744761936437,525.5576049540527,0.0
0,0.7259379043073001,6,0,1449.6342267082334,3906.6766141944768,0.151306794870949,228224.99153733556,1.3811221067900128,174366.67674389653,0.8133684927995491,0.02034426426515572,0.5,725.9527100486891,0.0
5,4.183297963222908,5,0,1118.5583189658157,878.0449398248289,0.2564454492510164,46193.05376204907,4.709504103686408,80850.15703778877,0.7596888146144632,6.3619445921058135,0.9241418199787566,4183.233648181896,0.0
6,0.6678621524277749,3,1,2099.3779646263547,325.5793412927344,0.15755078898110317,46240.164206481335,3.3833394933461545,248427.0409947775,0.6196472050560747,2.7715744179969155,0.9525741268224334,667.8883042874476,1.280760811964416
5,1.7786915251326998,4,0,1860.0701600464454,44728.298172322175,0.15695931594155177,44389.10869019003,3.0193188837427627,132172.3366387421,0.2662647262045578,1.8740107464022717,0.9241418199787566,1778.6584440807476,0.0
3,1.8169027512879519,0,0,1208.1340949322155,1152.9635919081966,0.3029315037956206,45105.8576550558,5.6929230199760745,216694.231722678,0.9094148262965898,7.171562829632134,0.8175744761936437,1816.9907999339741,0.0
0,1.5353411357262094,2,0,1650.4272753413309,2578.233736510852,0.24051795587978808,22547.004463276153,12.692592841529493,200512.69635827158,0.8994285821544652,8.933464866696692,0.5,1535.374441569716,0.0
3,2.046293323556619,5,0,3775.6615424709294,13578.726274991228,0.10615791756336256,54050.35385855713,1.406311727134234,203349.3971660814,0.9377139588640079,18.50466678690064,0.8175744761936437,2046.261795737874,0.0
3,0.8171064911168752,2,0,2104.0518672686503,593375.5491700666,0.2688129504423934,41544.47823645386,8.061530144279697,272587.7631514211,0.602110073926507,5.1363011966081595,0.8175744761936437,817.1296429940799,0.0
0,1.7299210252422117,4,0,1088.6636992049469,460.94112584011447,0.17277639785093818,249655.13642551014,5.832917861883844,107143.04353195801,0.7453528340042578,3.095107800681684,0.5,1730.052530048164,0.0
0,1.2012614575693792,3,0,1938.2145555173638,5853.182565517592,0.4353650208027093,57531.89949732549,2.9366292969842127,237504.44229840793,0.8640110979846012,1.8211189791429887,0.5,1201.2044945617247,0.0
6,2.110131423406539,15,1,2748.2160282131945,1031.399165022198,0.18356970938568254,39179.822149580636,9.46548869726766,118750.53577925783,0.8863151696398657,1.257189238718185,0.9525741268224334,2110.1716891047035,0.45716262459929796
0,0.5702453903672668,4,0,3711.13307395306,1328.5116615379166,0.08143334050246544,46613.309461162426,1.7100066446258242,111392.04103652293,0.32784305994294766,1.1971647205878024,0.5,570.2383443332202,0.0
4,1.7890174227979885,4,0,2285.4398304344686,1011.9980960679043,0.11176423404362881,652647.923683808,5.096681278615607,191160.38344376764,0.8816607021822113,2.63129871961494,0.8807970779778825,1789.0601211663748,0.0
7,0.6951147072588321,3,0,1148.0244186924294,550.8803022728467,0.14008871223924113,126884.87350454976,3.560484717512998,123538.95596027415,0.7691334701053048,24.009792591656808,0.9706877692486436,695.0492507646725,0.0
6,0.9485485863207436,3,0,2806.8419907061343,2801.927794584163,0.319952726504489,108306.1444162093,2.9369702908916526,240173.87977678218,0.8113947665438276,0.004270310222924141,0.9525741268224334,948.5596198640595,0.0
0,0.7869314138718217,6,0,2566.735571845574,326.43993628760296,0.13681133078483806,317496.27497014956,1.882070579392128,203710.45443473238,0.5691768250459717,1.0982850395764323,0.5,787.0421962000635,0.0
4,0.6883555972600726,8,0,1020.8222944981537,12335.18898356933,0.07341133371319435,61494.87364010369,15.533701082686989,105267.60652775185,0.9331645763152266,1.0436951222415496,0.8807970779778825,688.261896561948,0.0
3,2.901117071361114,7,0,1556.0741393022013,3237.33067683985,0.10513675219269648,34256.58282268037,2.921421431920069,112772.18981520603,0.668597006816296,6.313653404281236,0.8175744761936437,2900.9841308507816,0.0
0,0.9675083588928589,7,0,1401.3119005384974,5617.55873291364,0.5247387502646328,54076.89736837177,0.6558636534447285,214315.649750136,0.7692978494165656,2.1730644948273325,0.5,967.3792133364102,0.0
7,3.800022882592488,2,0,2515.325340470955,1481.3618048176927,0.2124876067005714,55809.99539961692,6.384076343407569,243183.96542641887,0.6627800976102189,3.05563188773191,0.9706877692486436,3799.9058163394684,0.0
7,4.6140464233338205,1,0,1224.9902927609244,1718.4776637566515,0.13501445126700373,29408.3951630768,4.840747258678697,192174.73067332586,0.7303798200842226,0.8045078404836813,0.9706877692486436,4614.10595566261,0.0
6,1.7902761788965562,0,0,2105.962318281439,4588.671638309783,0.19876228159074447,57985.0133790722,3.354011080300402,206863.93898559906,0.9261866394946728,2.595944483857461,0.9525741268224334,1790.1355929279698,0.0
0,0.5754076667665683,8,0,7666.404927662568,520.0495270626468,0.14515498148386033,243721.0963108393,3.158466715767785,242051.74237091746,0.7594290721048391,0.5446109874247691,0.5,575.3778772320939,0.0
7,1.2077731175877895,3,0,3788.9594137501563,1742.392326838041,0.07709463671105123,453448.15508405765,3.8043960851907905,214033.53521840635,0.7717168321306632,3.8075935958056117,0.9706877692486436,1207.8349465181207,0.0
0,2.7338669976713845,10,0,8331.959581914907,821.0464861142434,0.29233082833224333,62523.46362298008,6.414861656283478,162193.36023233127,0.5503373049182905,0.5153621509641935,0.5,2733.9086635774393,0.0
0,1.188169919907687,9,0,24532.119569343657,783.794433744886,0.14419388712025488,564093.1634722332,4.88097799507887,214365.7304265917,0.9099630406151029,7.8153577300999055,0.5,1188.1313640096907,0.0
3,0.4047429447010798,6,0,1008.9796279668319,125.86912026719945,0.363625196773322,51031.17925717205,5.354333133481219,216366.55079020266,0.7934049623902613,4.180490764165113,0.8175744761936437,404.7620370742553,0.0
7,1.7431693240214414,6,0,2253.2044007057993,22225.373912942516,0.18136793180389468,45485.546096750666,5.352685314678153,231265.37976867592,0.6093611264303768,6.436190103337763,0.9706877692486436,1743.1800385544152,0.0
0,3.030397877874078,2,0,1558.4848228015458,1064.4269628343893,0.14304169434672218,40271.72107417043,6.5810889310577725,215390.4541233409,0.6803316565636854,2.7108624369535117,0.5,3030.375453778523,0.0
0,2.7237209187433744,0,0,5142.614980406953,17069.765578562903,0.3476395294943217,49624.36490633809,7.675756745858536,293489.2101869081,0.8176210807830863,2.4022200501660014,0.5,2723.699835271509,0.0
0,0.6668307968358486,10,0,1273.4806732716143,14811.933939485447,0.1744711874631015,55697.58919704179,2.5821130172593505,157437.2272043135,0.8733994487293794,0.5168618502533976,0.5,667.0543395793243,0.0
